,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,HUMAN_FACTOR
176673,176674,2020141652.0,202014000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,3/5/2020 7:43,,3/5/2020 7:43,31ST ST / N BRIGHTON BLVD,3145155.0,1704509.0,-104.9836439,39.76655089,2.0,211.0,Five Points,0.0,1.0,PEDESTRIAN-OTHER,DOMESTIC ANIMAL,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,EAST,MAKING LEFT TURN,CARELESS DRIVING,OTHER,  ,  ,WEST,GOING STRAIGHT,OTHER,NO APPARENT,CROSS/ENTER AT INTERSECTION,1.0,0.0,  ,  ,PEDESTRIAN,  ,OTHER
176760,176761,20198048363.0,2019800000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,9/25/2019 5:48,,9/25/2019 5:48,7600 BLOCK JACKSON GAP RD,3226684.0,1729847.0,-104.6928347,39.83447571,7.0,759.0,DIA,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,MAKING U-TURN,OTHER IMPROPER TURNS,NO APPARENT,  ,MOTORCYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,MOTORCYCLE,  ,  ,  ,NO APPARENT
176796,176797,2019452453.0,201945000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,7/19/2019 6:35,,7/19/2019 7:55,N CHAMBERS RD / E ANDREWS DR,3193973.0,1707928.0,-104.80989840000001,39.77504663,5.0,521.0,Montbello,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,OTHER,  ,MOTORCYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,MOTORCYCLE,  ,  ,  ,OTHER
176879,176880,2020416529.0,202042000000000.0,5441,0,TRAF - ACCIDENT               ,25:00.0,,7/8/2020 16:35,N COLORADO BLVD / E 35TH AVE,3157265.0,1704260.0,-104.94057190000001,39.76567051,2.0,212.0,Clayton,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,EAST,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED PASSENGER,  ,SUV,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,DISTRACTED
176913,176914,2020158891.0,202016000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,3/12/2020 21:21,,3/12/2020 21:21,N TAMARAC ST / E COLFAX AVE,3170067.0,1695048.0,-104.89525159999998,39.74015697,2.0,223.0,East Colfax,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTHWEST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,MOTORCYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,NO APPARENT
176977,176978,2020348532.0,202035000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,6/6/2020 14:31,,6/6/2020 14:50,E MAXWELL PL / E LACKLAND DR,3187398.0,1715020.0,-104.83310429999999,39.7946497,5.0,521.0,Montbello,0.0,0.0,CULVERT OR HEADWALL,  ,CULVERT OR HEADWALL,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,EAST,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,  ,  ,  ,  ,  ,  ,2.0,0.0,  ,  ,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,AGGRESSIVE DRIVING
177025,177026,2020151839.0,202015000000000.0,5441,0,TRAF - ACCIDENT               ,3/9/2020 18:23,,3/9/2020 19:14,S SHERIDAN BLVD / W JEWELL AVE,3125752.0,1673711.0,-105.0532033,39.68228656,4.0,421.0,Harvey Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DISTRACTED-OTHER,  ,PICKUP TRUCK/UTILITY VAN,NORTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PICKUP TRUCK/UTILITY VAN,  ,DISTRACTED
177056,177057,202084601.0,20208500000000.0,5441,1,TRAF - ACCIDENT - SBI         ,08:00.0,,2/7/2020 21:55,PARK AVEW / COURT PL,3146161.0,1698117.0,-104.98019550000001,39.74898807,6.0,621.0,Five Points,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,WALL OR BUILDING,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,SNOWY,DARK-LIGHTED,SUV,SOUTH,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,AGGRESSIVE DRIVING
177112,177113,2019587295.0,201959000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,9/14/2019 2:13,,9/14/2019 2:13,N COLORADO BLVD / E 12TH AVE,3157308.0,1693121.0,-104.94066289999999,39.73509144,2.0,213.0,Congress Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,OTHER FIXED OBJECT,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,3.0,1.0,PASSENGER CAR/VAN,  ,PASSENGER CAR/VAN,PASSENGER CAR/VAN,AGGRESSIVE DRIVING
177131,177132,2020275705.0,202028000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,5/5/2020 16:02,,5/5/2020 16:50,E 40TH AVE / PENA BLVD INBOUND,3199405.0,1707163.0,-104.7905949,39.77283177,5.0,522.0,Gateway - Green Valley Ranch,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,SUV,SOUTHEAST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,NO APPARENT
177138,177139,2016628223.0,201663000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,9/30/2016 20:48,,9/30/2016 23:36,I70 HWYEB / N WASHINGTON ST,3146390.0,1709196.0,-104.97915520000001,39.77939803,1.0,112.0,Globeville,0.0,0.0,BARRICADE,BARRICADE,BARRICADE,ON ROADWAY,HIGHWAY INTERCHANGE,CURVE ON-GRADE,DRY,DARK-UNLIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID
177191,177192,2019769853.0,201977000000000.0,5441,0,TRAF - ACCIDENT               ,12/6/2019 8:38,,12/6/2019 9:32,S LOCUST ST / E HAMPDEN AVE,3164620.0,1663295.0,-104.9153469,39.65308628,3.0,324.0,Hampden South,0.0,0.0,FENCE,EMBANKMENT,EMBANKMENT,RAN OFF RIGHT SIDE,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,NORTH,SPUN OUT OF CONTROL,CARELESS DRIVING,ILLNESS/MEDICAL,  ,PASSENGER CAR/VAN,WEST,PARKED,  ,  ,  ,1.0,0.0,  ,  ,SUV,  ,ILLNESS/MEDICAL
177238,177239,2019686679.0,201969000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,10/27/2019 0:34,,10/27/2019 1:08,E HAMPDEN AVE / S LOCUST ST,3164620.0,1663295.0,-104.9153469,39.65308628,3.0,324.0,Hampden South,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,OTHER,SOUTH,OTHER,FAILED TO YIELD ROW,OTHER,CROSS AGAINST SIGNAL,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,OTHER,  ,OTHER
177250,177251,2019531973.0,201953000000000.0,5441,0,TRAF - ACCIDENT               ,8/21/2019 16:45,,8/21/2019 16:45,W 1ST AVE / N KNOX CT,3131519.0,1686805.0,-105.03247409999999,39.71815291,4.0,411.0,Barnum,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,MOTORCYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,NO APPARENT
177280,177281,2020253098.0,202025000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,4/26/2020 11:20,,4/26/2020 12:03,W CHAFFEE PL / N PECOS ST,3138720.0,1709015.0,-105.00644750000001,39.77901872,1.0,111.0,Sunnyside,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,MOTORCYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,NO APPARENT
177299,177300,2019684270.0,201968000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,10/25/2019 22:36,,10/26/2019 0:01,12TH ST / AURARIA PKWY,3139373.0,1697638.0,-105.004345,39.74777728,1.0,123.0,Auraria,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,PASSENGER CAR/VAN,SOUTH,MAKING RIGHT TURN,CARELESS DRIVING,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DRIVER INEXPERIENCE
177335,177336,2020366607.0,202037000000000.0,5441,0,TRAF - ACCIDENT               ,6/16/2020 4:20,,6/16/2020 4:22,I25 HWY_NB / W 6TH AVE FWY,3140977.0,1684324.0,-104.998902,39.71120363,3.0,312.0,Baker,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,HIGHWAY BARRIER,HIGHWAY BARRIER,ON ROADWAY,NON INTERSECTION,CURVE ON-LEVEL,DRY,DARK-UNLIGHTED,MOTORCYCLE,NORTH,WEAVING,CARELESS DRIVING,  ,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,  
177366,177367,2020351448.0,202035000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,6/8/2020 0:06,,6/8/2020 2:25,S QUEBEC ST / LEETSDALE DR,3167834.0,1679871.0,-104.90354609999999,39.69853383,3.0,322.0,Washington Virginia Vale,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,SUV,SOUTH,GOING STRAIGHT,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,  ,SUV,NORTHWEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,SUV,  ,  ,  ,AGGRESSIVE DRIVING
177378,177379,202017050.0,20201700000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/8/2020 15:59,,1/8/2020 15:59,E 12TH AVE / N COLORADO BLVD,3157308.0,1693121.0,-104.94066289999999,39.73509144,2.0,213.0,Congress Park,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,FAILED TO YIELD ROW,DISTRACTED CELLPHONE,  ,  ,  ,  ,  ,  ,CROSS/ENTER AT INTERSECTION,1.0,0.0,  ,  ,PEDESTRIAN,  ,DISTRACTED
177389,177390,2019794339.0,201979000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,12/17/2019 16:55,,12/17/2019 17:36,W COLFAX AVE / N ZENOBIA ST,3125965.0,1694865.0,-105.052076,39.74035604,1.0,122.0,West Colfax,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN,EAST,GOING STRAIGHT,RECKLESS DRIVING,  ,  ,  ,  ,  ,  ,  ,WALKING IN ROADWAY AGAINST DIRECTION OF TRAFFIC,0.0,1.0,PEDESTRIAN,  ,  ,  ,  
177436,177437,2019459887.0,201946000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,55:00.0,,55:00.0,N BROADWAY ST / W COLFAX AVE,3144156.0,1694853.0,-104.9873914,39.7400591,6.0,611.0,Civic Center,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,  ,WEST,  ,  ,  ,CROSS AGAINST SIGNAL,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PEDESTRIAN,  ,  
177446,177447,2019749191.0,201975000000000.0,5441,0,TRAF - ACCIDENT               ,11/25/2019 14:00,,11/25/2019 14:15,10150 E VIRGINIA AVE,3177433.0,1682963.0,-104.86935770000001,39.70684402,3.0,321.0,Windsor,0.0,0.0,FENCE,  ,FENCE,ON PRIVATE PROPERTY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,OTHER,OTHER,DUI/DWAI/DUID,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID
177450,177451,2019514455.0,201951000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,8/14/2019 13:40,,8/14/2019 13:40,400 BLOCK W 11TH AVE,3142528.0,1692563.0,-104.99322579999999,39.733797700000004,6.0,611.0,Civic Center,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,  ,NORTH,  ,  ,  ,CROSS AGAINST SIGNAL,PICKUP TRUCK/UTILITY VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PEDESTRIAN,  ,  
177543,177544,2019808947.0,201981000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,12/24/2019 19:59,,12/24/2019 23:32,E 14TH AVE / N PENNSYLVANIA ST,3145934.0,1694270.0,-104.98108090000001,39.73843095,6.0,623.0,Capitol Hill,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,OTHER,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,OTHER,  ,1.0,0.0,  ,  ,SUV,  ,OTHER
177625,177626,202010965.0,20201100000000.0,5441,0,TRAF - ACCIDENT               ,09:00.0,,09:00.0,20TH ST / I25 HWYNB,3139350.0,1702436.0,-105.0043337,39.76094894,1.0,113.0,Highland,0.0,0.0,HIGHWAY BARRIER,  ,HIGHWAY BARRIER,RAN OFF LEFT SIDE,NON INTERSECTION,CURVE ON-GRADE,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,CARELESS DRIVING,DRIVER UNFAMILIAR WITH AREA,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DRIVER UNFAMILIAR WITH AREA
177692,177693,2019574607.0,201957000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,9/8/2019 19:27,,9/8/2019 21:29,700 BLOCK N SHERIDAN BLVD,3125682.0,1690516.0,-105.0531584,39.72842101,1.0,122.0,Villa Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN,SOUTH,MAKING LEFT TURN,RECKLESS DRIVING,DUI/DWAI/DUID,  ,PICKUP TRUCK/UTILITY VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,PICKUP TRUCK/UTILITY VAN,  ,  ,  ,DUI/DWAI/DUID
177695,177696,2019729518.0,201973000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,09:00.0,,11/16/2019 1:36,1700 BLOCK N SHERIDAN BLVD,3125764.0,1696348.0,-105.0527648,39.74442987,1.0,121.0,Sloan Lake,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,  ,WEST,  ,  ,  ,LYING IN ROADWAY,PICKUP TRUCK/UTILITY VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,PEDESTRIAN,  ,  ,  ,  
177720,177721,2020462005.0,202046000000000.0,5441,0,TRAF - ACCIDENT               ,55:00.0,,7/31/2020 14:40,N POPLAR QUEBEC ALY / E 8TH AVE,3167624.0,1691071.0,-104.90403130000001,39.72928375,2.0,223.0,Montclair,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,MOTORCYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,NO APPARENT
177790,177791,2019591288.0,201959000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,9/15/2019 21:55,,9/15/2019 23:14,E EVANS AVE / S LAFAYETTE ST,3148869.0,1672457.0,-104.9710963,39.67850323,3.0,313.0,University,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,  ,  ,  ,  ,  ,LYING IN ROADWAY,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PEDESTRIAN,  ,  
177794,177795,2019808410.0,201981000000000.0,5441,0,TRAF - ACCIDENT               ,12/24/2019 13:05,,23:00.0,3400 BLOCK W EVANS AVE,3131980.0,1672161.0,-105.0311041,39.67794526,4.0,421.0,Harvey Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,CURVE ON-LEVEL,DRY,DAY LIGHT,SUV,WEST,GOING STRAIGHT,LANE VIOLATION,OTHER,  ,PICKUP TRUCK/UTILITY VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,OTHER
178060,178061,2019624846.0,201962000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,9/29/2019 20:07,,9/29/2019 20:07,S SHERIDAN BLVD / W WARREN AVE,3125746.0,1671302.0,-105.05326670000001,39.67567333,4.0,421.0,Harvey Park,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,SUV,SOUTHWEST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,OTHER,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PEDESTRIAN,  ,NO APPARENT
178066,178067,20207598.0,2020760000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/4/2020 10:23,,1/4/2020 10:23,I70 HWYWB / N PEORIA ST,3183536.0,1707544.0,-104.84703879999999,39.774204299999994,5.0,511.0,Central Park,0.0,0.0,HIGHWAY BARRIER,HIGHWAY BARRIER,HIGHWAY BARRIER,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DISTRACTED
178206,178207,2020378446.0,202038000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,6/21/2020 21:06,,6/21/2020 23:04,S FEDERAL BLVD / W ASBURY AVE,3133684.0,1673103.0,-105.02503270000001,39.68050698,4.0,421.0,Harvey Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,NORTH,PASSING,CARELESS DRIVING,DUI/DWAI/DUID,  ,SUV,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,DUI/DWAI/DUID
178249,178250,2020318209.0,202032000000000.0,5441,0,TRAF - ACCIDENT               ,5/23/2020 7:16,,5/23/2020 8:04,I70 HWYWB / N NORTHFIELD QUEBEC ST,3167636.0,1708971.0,-104.90357079999998,39.77842173,5.0,221.0,Northeast Park Hill,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,PICKUP TRUCK/UTILITY VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PICKUP TRUCK/UTILITY VAN,  ,DISTRACTED
178376,178377,202060690.0,20206100000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,1/27/2020 19:58,,1/27/2020 19:58,N CHAMBERS RD / E GATEWAY AVE,3193977.0,1711100.0,-104.8097984,39.78375402,5.0,521.0,Montbello,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,HIT AND RUN UNKNOWN,WEST,GOING STRAIGHT,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,AGGRESSIVE DRIVING
178475,178476,2019541085.0,201954000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,8/25/2019 13:17,,8/25/2019 13:17,E HAMPDEN AVE / S YOSEMITE ST,3173225.0,1663345.0,-104.88478570000001,39.65306754,3.0,324.0,Hampden South,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,EAST,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,2.0,0.0,  ,  ,SUV,SUV,DISTRACTED
178480,178481,2019407392.0,201941000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,6/30/2019 2:17,,6/30/2019 3:02,7800 BLOCK E COLFAX AVE,3169503.0,1694866.0,-104.8972614,39.73966764,2.0,223.0,East Colfax,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,  ,NORTH,GOING STRAIGHT,  ,  ,  ,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,2.0,0.0,  ,  ,SUV,SUV,  
