,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,HUMAN_FACTOR,INJURY
122633,122634,201759457.0,20175900000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,1/27/2017 12:02,,1/27/2017 12:48,200 BLOCK S KALAMATH ST,3140883.0,1685037.0,-104.9992221,39.71316238,3.0,311.0,Baker,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,CARELESS DRIVING,DUI/DWAI/DUID,  ,SUV,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DUI/DWAI/DUID,0
123605,123606,2017159178.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,3/9/2017 17:15,,3/9/2017 17:15,I25 HWYSB / S EMERSON ST,3147193.0,1677387.0,-104.97694990000001,39.69206386,3.0,313.0,Platt Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PICKUP TRUCK/UTILITY VAN,SOUTH,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123606,123607,2017159181.0,201716000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,3/9/2017 16:45,,23:00.0,N SPEER BLVD / I25 HWYSB,3136947.0,1700330.0,-105.01292120000001,39.75520331,1.0,121.0,Jefferson Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123607,123608,2017159248.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,3/9/2017 17:44,,3/9/2017 17:44,I25 HWYNB / S KALAMATH ST,3141641.0,1682957.0,-104.9965688,39.70744084,3.0,312.0,Baker,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,CURVE ON-GRADE,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,SOUTHWEST,MAKING LEFT TURN,LANE VIOLATION,DRIVER UNFAMILIAR WITH AREA,  ,SUV,SOUTHWEST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER UNFAMILIAR WITH AREA,0
122632,122633,201759388.0,20175900000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 11:20,,1/27/2017 15:28,1100 BLOCK S ONEIDA ST,3166554.0,1678780.0,-104.9081202,39.69556179999999,3.0,322.0,Washington Virginia Vale,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122631,122632,201759366.0,20175900000000.0,5441,0,TRAF - ACCIDENT               ,10:00.0,,10:00.0,2400 BLOCK E 2ND AVE,3152580.0,1687355.0,-104.95759609999999,39.7193414,3.0,311.0,Cherry Creek,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,WEST,BACKING,IMPROPER BACKING,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,PARKED,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123608,123609,2017159277.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,55:00.0,,55:00.0,20TH ST / WELTON ST,3144398.0,1697835.0,-104.9864709,39.74824146,6.0,621.0,Five Points,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,WEST,MAKING RIGHT TURN,TURNED FROM WRONG LANE OR POSITION,DRIVER UNFAMILIAR WITH AREA,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER UNFAMILIAR WITH AREA,0
122630,122631,201759365.0,20175900000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 11:11,,1/27/2017 12:46,W DARTMOUTH AVE / S RALEIGH ST,3128556.0,1665329.0,-105.0433906,39.65923754,4.0,423.0,Harvey Park South,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,MAKING RIGHT TURN,LANE VIOLATION,NO APPARENT,  ,VEHICLE OVER 10000 LBS,SOUTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122629,122630,201759352.0,20175900000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,1/26/2017 16:00,,1/27/2017 12:03,131 S JULIAN ST,3131774.0,1685435.0,-105.03159280000001,39.71438837,4.0,411.0,Barnum,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,NORTH,BACKING,  ,  ,  ,PASSENGER CAR/VAN,  ,PARKED,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122628,122629,201759332.0,20175900000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 10:52,,1/27/2017 11:07,I25 HWYNB / S COLORADO BLVD,3157456.0,1674181.0,-104.94055139999999,39.6830948,3.0,312.0,Virginia Village,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,NORTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DISTRACTED CELLPHONE,  ,PASSENGER CAR/VAN,NORTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
123609,123610,2017159289.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,55:00.0,,3/9/2017 19:04,2700 BLOCK S WADSWORTH BLVD,3118033.0,1668256.0,-105.08071799999999,39.6674122,4.0,423.0,Bear Valley,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,NORTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
123610,123611,2017159314.0,201716000000000.0,5441,0,TRAF - ACCIDENT               ,3/9/2017 17:57,,3/9/2017 19:36,I70 HWYWB / N BRIGHTON BLVD,3149779.0,1709487.0,-104.9670916,39.78014291,2.0,212.0,Elyria Swansea,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122627,122628,201759328.0,20175900000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 10:45,,1/27/2017 11:00,1600 BLOCK N ST PAUL ST,3154391.0,1695668.0,-104.9509798,39.74213224,2.0,213.0,City Park,0.0,0.0,REAR TO SIDE WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,BACKING,IMPROPER BACKING,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,  ,PARKED,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER INEXPERIENCE,0
122626,122627,201759312.0,20175900000000.0,5441,0,TRAF - ACCIDENT               ,1/27/2017 10:43,,1/27/2017 10:43,S FEDERAL BLVD / W MISSISSIPPI AVE,3133645.0,1679018.0,-105.02506140000001,39.69674561,4.0,421.0,Mar Lee,0.0,0.0,CURB,  ,CURB,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,CHANGING LANES,LANE VIOLATION,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER INEXPERIENCE,0
122643,122644,201775930.0,20177600000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/3/2017 8:18,,2/3/2017 8:18,3600 BLOCK N PONTIAC ST,3167117.0,1705040.0,-104.90550879999999,39.76763996,2.0,221.0,Northeast Park Hill,0.0,0.0,PARKED MV WITH OTHER VEHICLE,  ,PARKED MV WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,ICY,DARK-LIGHTED,HIT AND RUN UNKNOWN,  ,  ,CARELESS DRIVING,  ,  ,PASSENGER CAR/VAN,NORTH,PARKED,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122644,122645,201775934.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 8:20,,2/3/2017 8:21,E GVR BLVD / N HIMALAYA RD,3209265.0,1710911.0,-104.7554091,39.78290379,5.0,523.0,Gateway - Green Valley Ranch,0.0,0.0,TREE,OTHER FIXED OBJECT,OTHER FIXED OBJECT,ON ROADWAY,NON INTERSECTION,CURVE ON-GRADE,ICY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,GOING STRAIGHT,EXCEED SAFE/POSTED SPEED,AGGRESSIVE DRIVING,  ,  ,  ,  ,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
123595,123596,2017139896.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 17:44,,3/1/2017 19:05,E 14TH AVE / N GLENCOE ST,3161485.0,1694313.0,-104.9257844,39.73829214,2.0,222.0,Hale,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,PICKUP TRUCK/UTILITY VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122655,122656,201776215.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 11:12,,2/3/2017 11:45,1500 BLOCK S COLORADO BLVD,3157485.0,1676197.0,-104.94040420000002,39.68862868,3.0,322.0,Virginia Village,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,SOUTH,CHANGING LANES,LANE VIOLATION,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122666,122667,201795559.0,20179600000000.0,5441,3,TRAF - ACCIDENT - POLICE      ,2/11/2017 2:18,,2/11/2017 2:24,W 39TH AVE / N LIPAN ST,3140054.0,1705927.0,-105.0017616,39.77052171,1.0,112.0,Sunnyside,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
123585,123586,2017139553.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 15:25,,3/1/2017 16:26,E SPEER BLVD / N LINCOLN ST,3144514.0,1689681.0,-104.98622240000002,39.72585544,3.0,311.0,Speer,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,LANE VIOLATION,NO APPARENT,  ,SUV,NORTHWEST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122665,122666,201776402.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 12:57,,2/3/2017 14:01,S FEDERAL BLVD / W WARREN AVE,3133687.0,1671740.0,-105.02504740000002,39.67676516,4.0,421.0,Harvey Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DISTRACTED PASSENGER,  ,PICKUP TRUCK/UTILITY VAN,NORTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
122664,122665,201776383.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 12:45,,2/3/2017 14:13,S COLORADO BLVD / E CEDAR AVE,3157351.0,1685095.0,-104.9406857,39.71305783,3.0,311.0,Cherry Creek,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,GOING STRAIGHT,  ,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,MAKING RIGHT TURN,  ,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123586,123587,2017139558.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 15:32,,3/1/2017 15:32,N SPEER BLVD / W 8TH AVE,3143282.0,1690793.0,-104.99058020000001,39.72892714,1.0,123.0,Lincoln Park,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTHWEST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,PICKUP TRUCK/UTILITY VAN,NORTHWEST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122663,122664,201776318.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 12:05,,2/3/2017 12:05,E 35TH AVE / N QUEBEC ST,3167700.0,1704316.0,-104.90345190000001,39.76564199,5.0,221.0,Northeast Park Hill,0.0,0.0,TREE,  ,TREE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,OTHER,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,EAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122662,122663,201776298.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,55:00.0,,2/3/2017 18:01,1200 BLOCK S DOWNING ST,3148209.0,1678046.0,-104.973326,39.69385685,3.0,312.0,Washington Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
122661,122662,201776295.0,20177600000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/3/2017 11:53,,2/3/2017 13:48,WB 6TH TO FEDERAL RAMP / N FEDERAL BLVD,3133565.0,1689652.0,-105.0251482,39.72593938,1.0,122.0,Villa Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,OTHER,  ,HIT AND RUN UNKNOWN,WEST,STOPPED IN TRAFFIC,OTHER,OTHER,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122660,122661,201776291.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 11:50,,2/3/2017 18:43,600 BLOCK S BROADWAY ST,3144271.0,1682287.0,-104.9872347,39.70556117,3.0,312.0,Washington Park West,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123587,123588,2017139571.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 15:37,,3/1/2017 16:06,1100 BLOCK S BROADWAY ST,3144346.0,1678948.0,-104.9870351,39.69639372,3.0,313.0,Platt Park,0.0,0.0,REAR TO SIDE WITH MV IN TRANSPORT,  ,REAR TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,OTHER,SOUTH,CHANGING LANES,OTHER,NO APPARENT,  ,OTHER,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122659,122660,201776285.0,20177600000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/2/2017 17:20,,2/3/2017 13:00,S SHERIDAN BLVD / W DARTMOUTH AVE,3125795.0,1664195.0,-105.0532168,39.65616209,4.0,423.0,Bear Valley,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,OTHER,TURNED FROM WRONG LANE OR POSITION,AGGRESSIVE DRIVING,  ,SUV,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
122658,122659,201776276.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 11:40,,2/3/2017 11:40,E EVANS AVE / S COLORADO BLVD,3157411.0,1672476.0,-104.94074850000001,39.67841494,3.0,314.0,University Park,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122657,122658,201776245.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,26:00.0,,26:00.0,W ALAMEDA AVE / S KALAMATH ST,3141120.0,1684325.0,-104.9983937,39.711204200000005,3.0,312.0,Baker,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,WET,DAY LIGHT,VEHICLE OVER 10000 LBS,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122656,122657,201776224.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,10:00.0,,09:00.0,200 BLOCK W ALAMEDA AVE,3142568.0,1684301.0,-104.99324740000002,39.71111626,3.0,312.0,Baker,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,EAST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
123588,123589,2017139707.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 16:20,,3/1/2017 17:14,200 BLOCK N MARIPOSA ST,3139862.0,1687398.0,-105.0028053,39.71965921,3.0,311.0,Baker,0.0,0.0,REAR TO SIDE WITH MV IN TRANSPORT,  ,REAR TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,BACKING,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
122645,122646,201775944.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 8:25,,2/3/2017 8:25,1700 BLOCK S MONACO ST,3165362.0,1675117.0,-104.9124402,39.68552732,3.0,322.0,Virginia Village,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,REAR TO SIDE WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,ICY,DAY LIGHT,SUV,NORTH,SPUN OUT OF CONTROL,CARELESS DRIVING,DRIVER INEXPERIENCE,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER INEXPERIENCE,0
122654,122655,201776207.0,20177600000000.0,5441,0,TRAF - ACCIDENT               ,2/3/2017 11:00,,2/3/2017 11:07,E 47TH AVE / N PARIS ST,3182996.0,1710518.0,-104.84888409999999,39.78237891,5.0,511.0,Montbello,0.0,0.0,OTHER-NONCOLLISION,  ,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTHWEST,MAKING LEFT TURN,IMPEDED TRAFFIC,DRIVER UNFAMILIAR WITH AREA,OTHER,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,DRIVER UNFAMILIAR WITH AREA,0
123589,123590,2017139723.0,201714000000000.0,5441,0,TRAF - ACCIDENT               ,3/1/2017 16:30,,3/1/2017 19:34,1200 BLOCK N PENNSYLVANIA ST,3146043.0,1693167.0,-104.9807158,39.7354013,6.0,623.0,Capitol Hill,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,MAKING U-TURN,IMPROPER TURN,AGGRESSIVE DRIVING,  ,SUV,SOUTH,PARKED,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
